date,team_1,team_2,result_1,result_2,map_winner,
2016-10-30,Space Soldiers,LDLC,9,16,2,
2016-10-30,Space Soldiers,LDLC,14,16,2,
2016-10-30,MVP Project,TYLOO,7,16,2,
2016-10-30,Orange,dream[S]cape,6,16,2,
2016-10-30,VG.CyberZen,TYLOO,33,36,2,
2016-10-30,Renegades,TYLOO,13,16,2,
2016-10-30,Alpha,VwS,16,9,1,
2016-10-30,SK,NiP,16,10,1,
2016-10-30,SK,Cloud9,19,17,1,
2016-10-30,SK,Cloud9,6,16,2,
2016-10-30,mousesports,Cloud9,9,16,2,
2016-10-30,mousesports,Cloud9,10,16,2,
2016-10-30,Quantum Bellator Fire,ALLIN,2,16,2,
2016-10-30,Quantum Bellator Fire,ALLIN,13,16,2,
2016-10-30,SK,Cloud9,5,16,2,
2016-10-30,Alpha,VwS,14,16,2,
2016-10-30,LDLC,ALTERNATE aTTaX,11,16,2,
2016-10-30,LDLC,ALTERNATE aTTaX,16,5,1,
2016-10-30,LDLC,ALTERNATE aTTaX,13,16,2,
2016-10-30,SK,NiP,10,16,2,
2016-10-30,SK,NiP,16,7,1,
2016-10-30,Alpha,VwS,16,12,1,
2016-10-29,ALTERNATE aTTaX,Preparation,16,14,1,
2016-10-29,Kinguin,Tricked,14,16,2,
2016-10-29,Renegades,VG.CyberZen,16,14,1,
2016-10-29,Renegades,VG.CyberZen,16,1,1,
2016-10-29,ALTERNATE aTTaX,Preparation,16,9,1,
2016-10-29,Heroic,fnatic Academy,16,7,1,
2016-10-29,Heroic,fnatic Academy,10,16,2,
2016-10-29,Heroic,fnatic Academy,8,16,2,
2016-10-29,Gambit,PRIDE,13,16,2,
2016-10-29,paiN,LDLC,8,16,2,
2016-10-29,Kinguin,Tricked,3,16,2,
2016-10-29,NiP,FaZe,16,7,1,
2016-10-29,paiN,LDLC,4,16,2,
2016-10-29,Alpha,XPRESIV'E,16,4,1,
2016-10-29,Alpha,XPRESIV'E,16,2,1,
2016-10-29,TYLOO,VG.CyberZen,11,16,2,
2016-10-29,TYLOO,VG.CyberZen,13,16,2,
2016-10-29,Renegades,MVP Project,21,18,1,
2016-10-29,Renegades,MVP Project,16,5,1,
2016-10-29,Cloud9,Dignitas,16,13,1,
2016-10-29,VwS,DICKHOUSE,16,9,1,
2016-10-29,SK,NRG,16,10,1,
2016-10-29,NiP,Cloud9,9,16,2,
2016-10-29,Gambit,PRIDE,16,4,1,
2016-10-29,Gambit,PRIDE,19,16,1,
2016-10-29,VwS,DICKHOUSE,19,17,1,
2016-10-29,Envy,NiP,9,16,2,
2016-10-29,OpTic,Cloud9,12,16,2,
2016-10-29,OpTic,Cloud9,2,16,2,
2016-10-29,Tricked,LDLC,10,16,2,
2016-10-29,VwS,ANOX,16,6,1,
2016-10-29,VwS,ANOX,16,5,1,
2016-10-29,Bunkergg,EYESports,8,16,2,
2016-10-29,Bunkergg,EYESports,10,16,2,
2016-10-29,ANOX,Spirit,5,16,2,
2016-10-29,ANOX,Spirit,12,16,2,
2016-10-29,EYESports,Tengri,16,3,1,
2016-10-29,EYESports,Tengri,12,16,2,
2016-10-29,EYESports,Tengri,10,16,2,
2016-10-29,VwS,ANOX,9,16,2,
2016-10-29,Envy,NiP,17,19,2,
2016-10-29,fnatic Academy,ALTERNATE aTTaX,14,16,2,
2016-10-29,Spirit,VwS,16,12,1,
2016-10-29,g3x,BigGods,16,7,1,
2016-10-29,g3x,BigGods,16,0,1,
2016-10-29,fnatic Academy,ALTERNATE aTTaX,10,16,2,
2016-10-29,Tricked,LDLC,4,16,2,
2016-10-29,Gambit,Space Soldiers,5,16,2,
2016-10-29,Gambit,Space Soldiers,16,4,1,
2016-10-29,Gambit,Space Soldiers,4,16,2,
2016-10-29,EYESports,Bunkergg,16,5,1,
2016-10-28,fnatic Academy,paiN,11,16,2,
2016-10-28,nxl,Athletico,12,16,2,
2016-10-28,Luminosity,Millenium,16,8,1,
2016-10-28,Luminosity,Millenium,16,10,1,
2016-10-28,PENTA,Epsilon,4,16,2,
2016-10-28,Fire Dragoon,BOT,10,16,2,
2016-10-28,Fire Dragoon,BOT,16,14,1,
2016-10-28,Fire Dragoon,BOT,16,12,1,
2016-10-28,Preparation,Wyvern,16,13,1,
2016-10-28,ENCE,paiN,13,16,2,
2016-10-28,nxl,Athletico,14,16,2,
2016-10-28,VG.CyberZen,Renegades,19,21,2,
2016-10-28,Epsilon,PRIDE,16,11,1,
2016-10-28,PENTA,ArchAngels,16,10,1,
2016-10-28,EDG,Energy Pacemaker,16,3,1,
2016-10-28,EDG,Energy Pacemaker,16,8,1,
2016-10-28,TYLOO,MVP Project,16,8,1,
2016-10-28,Renegades,BOT,16,1,1,
2016-10-28,MVP Project,Athletico,21,19,1,
2016-10-28,VG.CyberZen,Fire Dragoon,16,11,1,
2016-10-28,TYLOO,nxl,16,1,1,
2016-10-28,ArchAngels,PRIDE,11,16,2,
2016-10-28,ArchAngels,PRIDE,10,16,2,
2016-10-28,VG.CyberZen,Fire Dragoon,16,10,1,
2016-10-28,Rogue,ENCE,3,16,2,
2016-10-28,VG.CyberZen,Fire Dragoon,18,21,2,
2016-10-28,Rogue,ENCE,17,19,2,
2016-10-28,FaZe,NRG,22,20,1,
2016-10-28,mousesports,Envy,16,9,1,
2016-10-28,OpTic,Envy,5,16,2,
2016-10-28,PENTA,PRIDE,16,7,1,
2016-10-28,PENTA,PRIDE,10,16,2,
2016-10-28,PENTA,PRIDE,12,16,2,
2016-10-28,fnatic Academy,ENCE,16,14,1,
2016-10-28,fnatic Academy,ENCE,16,12,1,
2016-10-28,Immortals,mousesports,16,14,1,
2016-10-28,Immortals,Liquid,14,16,2,
2016-10-28,VG.CyberZen,Fire Dragoon,16,14,1,
2016-10-28,Kinguin,Preparation,25,21,1,
2016-10-28,MVP Project,Athletico,16,9,1,
2016-10-28,SK,Dignitas,16,7,1,
2016-10-28,MVP Project,Athletico,14,16,2,
2016-10-28,MVP Project,Athletico,16,13,1,
2016-10-28,Signature,Risky,16,4,1,
2016-10-28,LDLC,Bravado,16,8,1,
2016-10-28,LDLC,Bravado,16,12,1,
2016-10-28,LDLC,Bravado,10,16,2,
2016-10-27,Gambit,Bpro,16,13,1,
2016-10-27,LDLC,Bravado,16,9,1,
2016-10-27,Overcome,Bravado,9,16,2,
2016-10-27,Overcome,Bravado,11,16,2,
2016-10-27,Born Of Fire,Energy Pacemaker,16,12,1,
2016-10-27,Born Of Fire,Energy Pacemaker,16,6,1,
2016-10-27,GEX,iGame.com,3,16,2,
2016-10-27,GEX,iGame.com,1,16,2,
2016-10-27,Space Soldiers,GEX,16,1,1,
2016-10-27,Tricked,FIVE,16,14,1,
2016-10-27,iGame.com,Red Instinct,10,16,2,
2016-10-27,Gambit,GODSENT Academy,16,6,1,
2016-10-27,New4,EDG,22,18,1,
2016-10-27,New4,EDG,16,13,1,
2016-10-27,Heroic,Overcome,16,1,1,
2016-10-27,NiP,Dignitas,14,16,2,
2016-10-27,Space Soldiers,Red Instinct,16,9,1,
2016-10-27,Heroic,LDLC,16,7,1,
2016-10-27,Tricked,FIVE,16,10,1,
2016-10-27,ALTERNATE aTTaX,Tricked,16,14,1,
2016-10-27,Mineski,Threats,11,16,2,
2016-10-27,SK,Cloud9,16,6,1,
2016-10-27,FaZe,Dignitas,16,7,1,
2016-10-27,NiP,NRG,16,14,1,
2016-10-27,SK,FaZe,16,2,1,
2016-10-27,m0nster white,iNTRO,16,12,1,
2016-10-27,eSuba,DarkPassage,6,16,2,
2016-10-27,mousesports,OpTic,16,10,1,
2016-10-27,eSuba,DarkPassage,11,16,2,
2016-10-27,Envy,Liquid,16,4,1,
2016-10-27,Red Instinct,iGame.com,9,16,2,
2016-10-27,Rogue,fnatic Academy,11,16,2,
2016-10-27,Tricked,FIVE,16,4,1,
2016-10-27,Immortals,OpTic,4,16,2,
2016-10-27,TheMongolz,Signature,12,16,2,
2016-10-27,m0nster white,iNTRO,19,17,1,
2016-10-27,Red Instinct,iGame.com,7,16,2,
2016-10-26,eFuture,EDG,19,22,2,
2016-10-26,LGD,BOOT,16,13,1,
2016-10-26,LGD,BOOT,6,16,2,
2016-10-26,eFuture,EDG,6,16,2,
2016-10-26,BigGods,CNB,16,11,1,
2016-10-26,BigGods,CNB,1,16,2,
2016-10-26,TRIDENT,auRa,11,16,2,
2016-10-26,BigGods,CNB,19,16,1,
2016-10-26,TRIDENT,auRa,16,9,1,
2016-10-26,Cloud9,FaZe,16,14,1,
2016-10-26,Threats,Signature,16,11,1,
2016-10-26,OpTic,Liquid,16,2,1,
2016-10-26,DarkPassage,Above the Rest,16,4,1,
2016-10-26,Immortals,Envy,5,16,2,
2016-10-26,eSuba,Overpowered,16,10,1,
2016-10-26,mousesports,Liquid,16,12,1,
2016-10-26,NRG,Dignitas,3,16,2,
2016-10-26,SK,NiP,10,16,2,
2016-10-26,Cloud9,NRG,16,9,1,
2016-10-26,Risky,TheMongolz,14,16,2,
2016-10-25,Kinguin,4dimensioN,16,5,1,
2016-10-25,Kinguin,4dimensioN,16,6,1,
2016-10-25,VG.CyberZen,Splyce,14,16,2,
2016-10-25,VG.CyberZen,Splyce,12,16,2,
2016-10-25,Born Of Fire,New4,16,3,1,
2016-10-25,Born Of Fire,New4,16,6,1,
2016-10-24,LGD,New4,8,16,2,
2016-10-24,Complexity,Luminosity,16,14,1,
2016-10-24,Complexity,Luminosity,19,15,1,
2016-10-24,VG.CyberZen,ENZO,16,2,1,
2016-10-24,VG.CyberZen,ENZO,16,3,1,
2016-10-24,MVP PK,Splyce,7,16,2,
2016-10-24,MVP PK,Splyce,9,16,2,
2016-10-24,EHOME,Energy Pacemaker,13,16,2,
2016-10-24,EHOME,Energy Pacemaker,4,16,2,
2016-10-24,LGD,New4,6,16,2,
2016-10-24,4dimensioN,Splyce,10,16,2,
2016-10-24,New4,MVP.karnal,12,16,2,
2016-10-24,New4,MVP.karnal,8,16,2,
2016-10-24,4dimensioN,Splyce,6,16,2,
2016-10-24,New4,MVP.karnal,19,17,1,
2016-10-24,Kinguin,VG.CyberZen,13,16,2,
2016-10-24,Kinguin,VG.CyberZen,19,17,1,
2016-10-24,Kinguin,VG.CyberZen,9,16,2,
2016-10-23,Virtus.pro,SK,16,4,1,
2016-10-23,Rogue,Singularity,16,13,1,
2016-10-23,MVP Project,iNTRO,16,5,1,
2016-10-23,MVP Project,iNTRO,16,6,1,
2016-10-23,Born Of Fire,BOOT,16,2,1,
2016-10-23,Born Of Fire,BOOT,16,3,1,
2016-10-23,Virtus.pro,SK,1,16,2,
2016-10-23,Virtus.pro,SK,16,13,1,
2016-10-23,EHOME,EDG,12,16,2,
2016-10-23,Singularity,Magistra,16,10,1,
2016-10-23,Alpha,Rogue,1,16,2,
2016-10-23,Cursive,Magistra,7,16,2,
2016-10-23,EHOME,EDG,4,16,2,
2016-10-23,Natus Vincere,Dignitas,12,16,2,
2016-10-23,Luminosity,RONIN,16,6,1,
2016-10-23,Luminosity,RONIN,16,8,1,
2016-10-23,TeamOne,Force of Nature,16,6,1,
2016-10-23,Singularity,Alpha,19,17,1,
2016-10-23,TeamOne,Force of Nature,19,15,1,
2016-10-23,Natus Vincere,Dignitas,16,13,1,
2016-10-23,QuetzaL,TeamOne,16,5,1,
2016-10-23,Natus Vincere,Dignitas,9,16,2,
2016-10-23,Complexity,Luminosity,16,7,1,
2016-10-23,Complexity,Luminosity,19,15,1,
2016-10-23,Rogue,Singularity,8,16,2,
2016-10-23,Complexity,Luminosity,9,16,2,
2016-10-23,Rogue,Singularity,14,16,2,
2016-10-23,QuetzaL,TeamOne,14,16,2,
2016-10-23,QuetzaL,TeamOne,16,11,1,
2016-10-23,Rogue,Singularity,16,6,1,
2016-10-23,Virtus.pro,Dignitas,16,11,1,
2016-10-23,Singularity,Magistra,16,13,1,
2016-10-23,Virtus.pro,Dignitas,5,16,2,
2016-10-23,Selfless,TeamOne,16,2,1,
2016-10-23,Singularity,Magistra,16,11,1,
2016-10-23,Selfless,TeamOne,16,8,1,
2016-10-23,Singularity,Magistra,8,16,2,
2016-10-23,Virtus.pro,Dignitas,5,16,2,
2016-10-22,dream[S]cape,TheMongolz,3,16,2,
2016-10-22,BOOT,New4,9,16,2,
2016-10-22,dream[S]cape,TheMongolz,14,16,2,
2016-10-22,G2,SK,0,16,2,
2016-10-22,G2,SK,16,10,1,
2016-10-22,G2,SK,11,16,2,
2016-10-22,Selfless,QuetzaL,16,8,1,
2016-10-22,Athletico,SYF,16,4,1,
2016-10-22,BOOT,New4,7,16,2,
2016-10-22,Cloud9,FaZe,16,7,1,
2016-10-22,Athletico,SYF,16,14,1,
2016-10-22,EDG,Energy Pacemaker,16,3,1,
2016-10-22,mousesports,Cloud9,19,16,1,
2016-10-22,mousesports,Immortals,16,9,1,
2016-10-22,dream[S]cape,TheMongolz,16,11,1,
2016-10-22,EDG,Energy Pacemaker,16,3,1,
2016-10-22,g3x,QuetzaL,3,16,2,
2016-10-22,Immortals,FaZe,2,16,2,
2016-10-22,Signature,VG.CyberZen,6,16,2,
2016-10-22,Cloud9,FaZe,20,22,2,
2016-10-22,Cloud9,FaZe,19,17,1,
2016-10-22,Braindead,RONIN,13,16,2,
2016-10-22,Braindead,RONIN,16,6,1,
2016-10-22,Braindead,RONIN,7,16,2,
2016-10-22,Cloud9,FaZe,9,16,2,
2016-10-22,Immortals,FaZe,19,17,1,
2016-10-22,fnatic,Dignitas,16,9,1,
2016-10-22,fnatic,Dignitas,4,16,2,
2016-10-22,fnatic,Dignitas,13,16,2,
2016-10-22,Signature,VG.CyberZen,16,13,1,
2016-10-22,Signature,VG.CyberZen,5,16,2,
2016-10-22,Immortals,FaZe,13,16,2,
2016-10-21,Selfless,Nocturns,16,5,1,
2016-10-21,Nocturns,Force of Nature,16,19,2,
2016-10-21,New4,dream[S]cape,1,16,2,
2016-10-21,New4,dream[S]cape,6,16,2,
2016-10-21,Born Of Fire,LGD,16,11,1,
2016-10-21,g3x,Force of Nature,22,18,1,
2016-10-21,Born Of Fire,LGD,16,7,1,
2016-10-21,Selfless,Force of Nature,16,2,1,
2016-10-21,iGame.com,ALTERNATE aTTaX,9,16,2,
2016-10-21,iGame.com,ALTERNATE aTTaX,7,16,2,
2016-10-21,New4,dream[S]cape,16,8,1,
2016-10-21,Kinguin,Singularity,16,7,1,
2016-10-21,QuetzaL,Force of Nature,9,16,2,
2016-10-21,Kinguin,Singularity,21,17,1,
2016-10-21,Kinguin,LDLC,16,10,1,
2016-10-21,Kinguin,LDLC,8,16,2,
2016-10-21,Kinguin,LDLC,11,16,2,
2016-10-21,Nocturns,QuetzaL,1,16,2,
2016-10-21,iNation,ALTERNATE aTTaX,3,16,2,
2016-10-21,g3x,Nocturns,16,1,1,
2016-10-21,Selfless,g3x,16,8,1,
2016-10-21,iNation,ALTERNATE aTTaX,10,16,2,
2016-10-20,Kinguin,Epsilon Hype,16,13,1,
2016-10-20,iGame.com,Planetkey,16,14,1,
2016-10-20,Singularity,iNETKOXTV,16,8,1,
2016-10-20,VG.CyberZen,TheMongolz,17,19,2,
2016-10-20,VG.CyberZen,TheMongolz,17,19,2,
2016-10-19,Virtus.pro,fnatic,16,11,1,
2016-10-19,Epsilon,iNation,16,2,1,
2016-10-19,BX3,Alpha,3,16,2,
2016-10-19,BX3,Alpha,5,16,2,
2016-10-19,NiP,Natus Vincere,3,16,2,
2016-10-19,MiTH,MVP.karnal,7,16,2,
2016-10-19,MiTH,MVP.karnal,10,16,2,
2016-10-19,Dignitas,G2,12,16,2,
2016-10-19,HellRaisers,SK,6,16,2,
2016-10-19,SK,HellRaisers,16,5,1,
2016-10-19,VG.CyberZen,Quantum Bellator Fire,16,13,1,
2016-10-19,G2,Dignitas,14,16,2,
2016-10-19,VG.CyberZen,Quantum Bellator Fire,16,10,1,
2016-10-19,Epsilon Hype,iNation,11,16,2,
2016-10-19,Epsilon,iNation,16,5,1,
2016-10-19,Natus Vincere,NiP,11,16,2,
2016-10-19,LDLC,ENCE,10,16,2,
2016-10-19,Space Soldiers,Heroic,16,14,1,
2016-10-19,LDLC,ENCE,13,16,2,
2016-10-19,Bpro,ENCE,13,16,2,
2016-10-19,iGame.com,BX3,13,16,2,
2016-10-19,iGame.com,BX3,19,16,1,
2016-10-19,iGame.com,BX3,16,11,1,
2016-10-19,Space Soldiers,Heroic,7,16,2,
2016-10-19,Bpro,ENCE,16,21,2,
2016-10-19,Space Soldiers,Heroic,16,14,1,
2016-10-19,Tricked,Epsilon,10,16,2,
2016-10-19,Tricked,Epsilon,7,16,2,
2016-10-19,fnatic,Virtus.pro,16,13,1,
2016-10-19,eSuba,GODSENT Academy,16,5,1,
2016-10-19,eSuba,GODSENT Academy,16,11,1,
2016-10-19,Tricked,Epsilon,16,9,1,
2016-10-18,Athletico,AVANT,16,9,1,
2016-10-18,BOOT,Signature,9,16,2,
2016-10-18,Dignitas,NiP,16,12,1,
2016-10-18,AVANT,Athletico,16,11,1,
2016-10-18,NiP,Dignitas,16,12,1,
2016-10-18,Virtus.pro,HellRaisers,14,16,2,
2016-10-18,New4,Endpoint,16,10,1,
2016-10-18,HellRaisers,Virtus.pro,7,16,2,
2016-10-18,VG.CyberZen,CAZ,16,12,1,
2016-10-18,New4,Endpoint,11,16,2,
2016-10-18,BOOT,Signature,16,12,1,
2016-10-18,BOOT,Signature,12,16,2,
2016-10-18,dream[S]cape,MVP.karnal,17,19,2,
2016-10-18,Natus Vincere,G2,16,9,1,
2016-10-18,SK,fnatic,16,9,1,
2016-10-18,ALTERNATE aTTaX,Singularity,12,16,2,
2016-10-18,dream[S]cape,MVP.karnal,16,14,1,
2016-10-18,NiceShot,Bpro,15,21,2,
2016-10-18,Epsilon,iGame.com,16,2,1,
2016-10-18,fnatic,SK,16,5,1,
2016-10-18,LDLC,DarkPassage,16,14,1,
2016-10-18,Preparation,VwS,16,12,1,
2016-10-18,Preparation,VwS,19,17,1,
2016-10-18,G2,Natus Vincere,16,11,1,
2016-10-18,dream[S]cape,MVP.karnal,16,10,1,
2016-10-17,HellRaisers,fnatic,10,16,2,
2016-10-17,Liquid,Immortals,1,16,2,
2016-10-17,Immortals,Liquid,16,2,1,
2016-10-17,VG.CyberZen,Quantum Bellator Fire,16,7,1,
2016-10-17,Virtus.pro,SK,16,9,1,
2016-10-17,New4,Quantum Bellator Fire,25,23,1,
2016-10-17,SK,Virtus.pro,12,16,2,
2016-10-17,Natus Vincere,Dignitas,6,16,2,
2016-10-17,Dignitas,Natus Vincere,9,16,2,
2016-10-17,fnatic,HellRaisers,13,16,2,
2016-10-17,k1ck,Preparation,19,17,1,
2016-10-17,Epsilon Hype,GODSENT Academy,20,22,2,
2016-10-17,k1ck,Preparation,16,13,1,
2016-10-17,k1ck,Preparation,9,16,2,
2016-10-17,G2,NiP,11,16,2,
2016-10-17,FlipSid3,Epsilon,13,16,2,
2016-10-17,FlipSid3,Epsilon,1,16,2,
2016-10-17,NiP,G2,9,16,2,
2016-10-17,iGame.com,ArchAngels,25,21,1,
2016-10-17,iGame.com,ArchAngels,16,7,1,
2016-10-17,Epsilon Hype,GODSENT Academy,16,12,1,
2016-10-17,Epsilon Hype,GODSENT Academy,16,8,1,
2016-10-16,5POWER,FIVE,14,16,2,
2016-10-16,iGame.com,KPI,5,16,2,
2016-10-16,iGame.com,KPI,16,10,1,
2016-10-16,Crowns,DarkPassage,16,14,1,
2016-10-16,iGame.com,KPI,16,5,1,
2016-10-16,ALTERNATE aTTaX,Rogue,16,12,1,
2016-10-16,ALTERNATE aTTaX,Rogue,16,13,1,
2016-10-16,5POWER,FIVE,14,16,2,
2016-10-16,5POWER,FIVE,13,16,2,
2016-10-16,FlipSid3,iNation,16,5,1,
2016-10-16,5POWER,FIVE,16,11,1,
2016-10-16,5POWER,FIVE,16,13,1,
2016-10-16,Gambit,PRIDE,19,16,1,
2016-10-16,Gambit,PRIDE,16,5,1,
2016-10-16,BOOT,Born Of Fire,6,16,2,
2016-10-16,FlipSid3,iNation,16,10,1,
2016-10-16,FlipSid3,iNation,8,16,2,
2016-10-16,Crowns,DarkPassage,10,16,2,
2016-10-16,BOOT,Born Of Fire,16,8,1,
2016-10-16,Athletico,Immunity,16,8,1,
2016-10-16,BOOT,Born Of Fire,7,16,2,
2016-10-16,Parallax,Immunity,16,14,1,
2016-10-16,Parallax,SYF,16,12,1,
2016-10-16,Parallax,SYF,16,3,1,
2016-10-16,Athletico,AVANT,16,10,1,
2016-10-16,Athletico,AVANT,16,9,1,
2016-10-16,Exile5,Athletico,10,16,2,
2016-10-16,Exile5,Athletico,8,16,2,
2016-10-16,v0rtex 5,,Mirage,6,16,2
2016-10-16,Parallax,Immunity,8,16,2,
2016-10-16,Kinguin,EU4IA,16,2,1,
2016-10-16,VG.CyberZen,New4,16,8,1,
2016-10-16,VG.CyberZen,New4,16,9,1,
2016-10-16,m0nster,v0rtex 5,Cache,5,16,2
2016-10-16,m0nster,v0rtex 5,Train,7,16,2
2016-10-16,Athletico,Immunity,16,11,1,
2016-10-16,Athletico,Immunity,11,16,2,
2016-10-16,Kinguin,EU4IA,16,2,1,
2016-10-16,Crowns,DarkPassage,6,16,2,
2016-10-16,FlipSid3,ENCE,16,7,1,
2016-10-16,Epsilon,k1ck,16,3,1,
2016-10-16,DarkPassage,Epsilon,19,16,1,
2016-10-16,g3x,RED Canids,16,11,1,
2016-10-16,Gambit,Kinguin,16,5,1,
2016-10-16,Gambit,Kinguin,16,14,1,
2016-10-16,Complexity,Immortals,9,16,2,
2016-10-16,BX3,Temp.no,19,16,1,
2016-10-16,BX3,Temp.no,16,14,1,
2016-10-16,BX3,Temp.no,6,16,2,
2016-10-16,Immortals,Complexity,16,13,1,
2016-10-16,CNB,BigGods,13,16,2,
2016-10-16,Epsilon,k1ck,16,11,1,
2016-10-16,Luminosity,Complexity,16,9,1,
2016-10-16,FlipSid3,Epsilon,16,8,1,
2016-10-16,FlipSid3,Epsilon,16,12,1,
2016-10-16,FlipSid3,Epsilon,10,16,2,
2016-10-16,Complexity,Luminosity,14,16,2,
2016-10-16,RED Canids,CNB,9,16,2,
2016-10-16,RED Canids,CNB,3,16,2,
2016-10-16,g3x,RED Canids,19,17,1,
2016-10-16,CNB,BigGods,15,19,2,
2016-10-16,DarkPassage,Epsilon,13,16,2,
2016-10-16,Kinguin,iGame.com,22,19,1,
2016-10-16,DarkPassage,Epsilon,13,16,2,
2016-10-16,VG.CyberZen,Born Of Fire,16,9,1,
2016-10-16,VG.CyberZen,Born Of Fire,16,5,1,
2016-10-16,Epsilon,k1ck,3,16,2,
2016-10-16,ENCE,PENTA,22,18,1,
2016-10-16,ENCE,PENTA,12,16,2,
2016-10-16,ALTERNATE aTTaX,Gambit,4,16,2,
2016-10-16,ALTERNATE aTTaX,Gambit,13,16,2,
2016-10-16,ENCE,PENTA,16,14,1,
2016-10-16,Kinguin,iGame.com,16,7,1,
2016-10-16,New4,5POWER,1,16,2,
2016-10-16,New4,5POWER,7,16,2,
2016-10-16,New4,5POWER,16,8,1,
2016-10-16,FlipSid3,ENCE,16,8,1,
2016-10-16,Envy,GODSENT,11,16,2,
2016-10-16,GODSENT,Envy,16,5,1,
2016-10-15,Heroic,Alpha,16,10,1,
2016-10-15,EDG,Energy Pacemaker,14,16,2,
2016-10-15,Legacy,Funky Monkeys,19,17,1,
2016-10-15,ArchAngels,Crowns,16,11,1,
2016-10-15,Heroic,Alpha,16,10,1,
2016-10-15,BOOT,5POWER,8,16,2,
2016-10-15,VG.CyberZen,Energy Pacemaker,16,4,1,
2016-10-15,VG.CyberZen,Energy Pacemaker,16,4,1,
2016-10-15,BOOT,5POWER,7,16,2,
2016-10-15,fnatic,Envy,5,16,2,
2016-10-15,Dignitas,Tricked,16,9,1,
2016-10-15,EDG,Energy Pacemaker,12,16,2,
2016-10-15,BOOT,HG,16,14,1,
2016-10-15,BOOT,HG,16,13,1,
2016-10-15,BOOT,HG,16,13,1,
2016-10-15,TYLOO,MVP.karnal,14,16,2,
2016-10-15,Incept,AVANT,6,16,2,
2016-10-15,SSU White,Parallax,1,16,2,
2016-10-15,TYLOO,m0nster,19,15,1,
2016-10-15,BOOT,HG,16,7,1,
2016-10-15,TSM,Cloud9,13,16,2,
2016-10-15,Cloud9,TSM,16,12,1,
2016-10-15,Complexity,CLG,9,16,2,
2016-10-15,CLG,Complexity,12,16,2,
2016-10-15,Envy,fnatic,16,4,1,
2016-10-15,Dignitas,Tricked,16,12,1,
2016-10-15,fnatic Academy,ArchAngels,16,14,1,
2016-10-15,Game4Glory,ENTiTY.Gold,4,16,2,
2016-10-15,GODSENT Academy,iNation,13,16,2,
2016-10-15,Game4Glory,ENTiTY.Gold,14,16,2,
2016-10-15,TSM,OpTic,13,16,2,
2016-10-15,NRG,Liquid,16,14,1,
2016-10-15,Liquid,NRG,16,6,1,
2016-10-15,eSuba,eXtatus,13,16,2,
2016-10-15,eSuba,eXtatus,16,14,1,
2016-10-15,OpTic,TSM,16,4,1,
2016-10-15,fnatic Academy,ArchAngels,8,16,2,
2016-10-15,fnatic Academy,ArchAngels,8,16,2,
2016-10-15,Heroic,Dignitas,8,16,2,
2016-10-15,Heroic,Dignitas,10,16,2,
2016-10-15,eSuba,eXtatus,16,12,1,
2016-10-15,KPI,LDLC,16,7,1,
2016-10-15,Risky,Chosen5,14,16,2,
2016-10-15,Virtus.pro,FaZe,12,16,2,
2016-10-15,FaZe,Virtus.pro,16,6,1,
2016-10-15,PRIDE,Outlaws,16,12,1,
2016-10-15,Tengri,Rogue,12,16,2,
2016-10-15,Risky,Chosen5,11,16,2,
2016-10-15,ALLIN,EU4IA,4,16,2,
2016-10-15,Risky,Chosen5,16,6,1,
2016-10-15,VG.CyberZen,Signature,16,11,1,
2016-10-15,VG.CyberZen,Signature,12,16,2,
2016-10-15,VG.CyberZen,Signature,16,9,1,
2016-10-14,eUnited,Complexity,15,19,2,
2016-10-14,Winterfox,Renegades,8,16,2,
2016-10-14,CLG,Splyce,19,15,1,
2016-10-14,Echo Fox,Immortals,4,16,2,
2016-10-14,Selfless,Liquid,6,16,2,
2016-10-14,NRG,OpTic,16,12,1,
2016-10-14,Renegades,Winterfox,16,3,1,
2016-10-14,Immortals,Echo Fox,16,10,1,
2016-10-14,Complexity,eUnited,16,11,1,
2016-10-14,Liquid,Selfless,13,16,2,
2016-10-14,Splyce,CLG,9,16,2,
2016-10-14,OpTic,NRG,16,10,1,
2016-10-14,AllGamers,EDG,5,16,2,
2016-10-14,DeToNator,Rascal Jester,16,5,1,
2016-10-14,4dimensioN,DeToNator,17,19,2,
2016-10-14,4dimensioN,DeToNator,10,16,2,
2016-10-14,MVP.karnal,dream[S]cape,16,10,1,
2016-10-14,Dignitas,Envy,14,16,2,
2016-10-14,Envy,Dignitas,7,16,2,
2016-10-14,fnatic,Virtus.pro,12,16,2,
2016-10-14,LGD,VG.Potential,16,10,1,
2016-10-14,MVP.karnal,dream[S]cape,16,11,1,
2016-10-14,Virtus.pro,fnatic,7,16,2,
2016-10-14,TheMongolz,MVP Project,9,16,2,
2016-10-14,Energy Pacemaker,VG.Potential,16,6,1,
2016-10-14,LGD,Energy Pacemaker,16,12,1,
2016-10-14,VG.CyberZen,Quantum Bellator Fire,16,14,1,
2016-10-14,Quantum Bellator Fire,TYLOO,16,6,1,
2016-10-14,TheMongolz,MVP Project,12,16,2,
2016-10-13,m0nster,MVP Project,9,16,2,
2016-10-13,NRG,Renegades,16,10,1,
2016-10-13,VG.CyberZen,Endpoint,16,0,1,
2016-10-13,m0nster,MVP Project,11,16,2,
2016-10-13,nxl,Orange,16,2,1,
2016-10-13,BE INFAMOUS,m0nster white,11,16,2,
2016-10-13,BE INFAMOUS,m0nster white,8,16,2,
