date,team_1,team_2,result_1,result_2,map_winner,
2020-03-05,Yalla,ATK,16,14,1,
2020-03-05,pro100,Espada,8,16,2,
2020-03-05,Camel Riders,Aequus,6,16,2,
2020-03-05,Camel Riders,Aequus,16,11,1,
2020-03-05,Gambit Youngsters,eL'quvet,19,16,1,
2020-03-05,Gambit Youngsters,eL'quvet,16,7,1,
2020-03-05,Camel Riders,Aequus,16,10,1,
2020-03-05,Syman,fbg,22,20,1,
2020-03-05,HellRaisers,Winstrike,17,19,2,
2020-03-05,HellRaisers,Winstrike,6,16,2,
2020-03-05,Syman,fbg,16,12,1,
2020-03-05,pro100,Espada,19,17,1,
2020-03-05,Yalla,ATK,6,16,2,
2020-03-05,PACT,Unicorns of Love,9,16,2,
2020-03-05,Hard Legion,Unique,16,11,1,
2020-03-05,Hard Legion,Unique,16,12,1,
2020-03-05,Hard Legion,Unique,12,16,2,
2020-03-05,pro100,Espada,11,16,2,
2020-03-05,Yalla,ATK,16,9,1,
2020-03-04,Sharks,paiN,9,16,2,
2020-03-04,TeamOne,RED Canids,10,16,2,
2020-03-04,TeamOne,RED Canids,16,19,2,
2020-03-04,Sharks,paiN,6,16,2,
2020-03-04,Copenhagen Flames,HAVU,11,16,2,
2020-03-04,Monstars,In The Lab,16,19,2,
2020-03-04,Imperial,Isurus,6,16,2,
2020-03-04,Imperial,Isurus,10,16,2,
2020-03-04,Copenhagen Flames,HAVU,13,16,2,
2020-03-04,DETONA,Orgless,4,16,2,
2020-03-04,HAVU,Chaos,28,26,1,
2020-03-04,LiViD,Oceanus,17,19,2,
2020-03-04,Recon 5,Infinity,16,12,1,
2020-03-04,Monstars,Under 21,15,19,2,
2020-03-04,Triumph,Divine,16,7,1,
2020-03-04,BOOM,W7M,16,3,1,
2020-03-04,BOOM,W7M,16,10,1,
2020-03-04,eUnited,Recon 5,16,10,1,
2020-03-04,Mythic,Bad News Bears,12,16,2,
2020-03-04,Rugratz,Mythic,16,3,1,
2020-03-04,Chiefs,Eimi Fukada FC,16,8,1,
2020-03-04,Copenhagen Flames,HAVU,16,2,1,
2020-03-04,DETONA,Orgless,12,16,2,
2020-03-04,Chiefs,Eimi Fukada FC,16,7,1,
2020-03-04,Singularity,Illuminar,14,16,2,
2020-03-04,Skyfire,Esper,16,6,1,
2020-03-04,DETONA,BIG,8,16,2,
2020-03-04,DETONA,BIG,10,16,2,
2020-03-04,RED Canids,Isurus,16,3,1,
2020-03-04,RED Canids,Isurus,16,10,1,
2020-03-04,Redemption POA,Chaos,11,16,2,
2020-03-04,Spirit,Japaleno,19,16,1,
2020-03-04,BIG,AVEZ,16,11,1,
2020-03-04,BIG,AVEZ,16,14,1,
2020-03-04,AGO,PACT,16,9,1,
2020-03-04,Redemption POA,Chaos,5,16,2,
2020-03-04,PACT,Japaleno,8,16,2,
2020-03-04,Formidable,Ground Zero,9,16,2,
2020-03-04,Aim4R,Updraft,4,16,2,
2020-03-04,Aim4R,Updraft,16,14,1,
2020-03-04,Aim4R,Updraft,6,16,2,
2020-03-04,AVANT,Paradox,16,4,1,
2020-03-04,AVANT,Paradox,16,12,1,
2020-03-04,Esper,Incept,13,16,2,
2020-03-04,Ignis,Aim4R,16,0,1,
2020-03-04,Ignis,Aim4R,16,4,1,
2020-03-04,Spirit,Sprout,16,12,1,
2020-03-03,Illuminar,PACT,12,16,2,
2020-03-03,GamerLegion,Nordavind,16,8,1,
2020-03-03,Ground Zero,Rooster,16,10,1,
2020-03-03,Ground Zero,Rooster,16,14,1,
2020-03-03,ORDER,Skyfire,16,7,1,
2020-03-03,Bad News Bears,In The Lab,16,3,1,
2020-03-03,ORDER,Skyfire,25,23,1,
2020-03-03,Triumph,Oceanus,16,8,1,
2020-03-03,In The Lab,LiViD,4,16,2,
2020-03-03,Triumph,Mythic,16,13,1,
2020-03-03,AGO,Japaleno,16,13,1,
2020-03-03,BIG,DETONA,11,16,2,
2020-03-03,ORDER,Skyfire,14,16,2,
2020-03-03,Movistar Riders,Illuminar,16,6,1,
2020-03-03,BOOM,TeamOne,16,19,2,
2020-03-03,paiN,Isurus,16,9,1,
2020-03-03,paiN,Isurus,4,16,2,
2020-03-03,Sharks,Imperial,7,16,2,
2020-03-03,Sharks,Imperial,16,3,1,
2020-03-03,Sharks,Imperial,9,16,2,
2020-03-03,paiN,Isurus,11,16,2,
2020-03-03,BOOM,TeamOne,14,16,2,
2020-03-03,W7M,RED Canids,14,16,2,
2020-03-03,W7M,RED Canids,5,16,2,
2020-03-03,Copenhagen Flames,Redemption POA,16,7,1,
2020-03-03,AVEZ,Orgless,14,16,2,
2020-03-03,Spirit,AGO,4,16,2,
2020-03-02,AGO,Demolition Crew,6,16,2,
2020-03-02,Airborne,TRIDENT,12,16,2,
2020-03-02,AVANT,Ground Zero,16,11,1,
2020-03-02,Swole Identity,Oceanus,16,6,1,
2020-03-02,Infinity,Bad News Bears,5,16,2,
2020-03-02,Chaos,Bad News Bears,9,16,2,
2020-03-01,Wings,Global,16,13,1,
2020-03-01,Incept,Rooster,3,16,2,
2020-03-01,Wings,Global,25,23,1,
2020-03-01,Wings,Global,16,10,1,
2020-03-01,Wings,Global,9,16,2,
2020-03-01,G2,Natus Vincere,2,16,2,
2020-03-01,G2,Natus Vincere,4,16,2,
2020-03-01,Hard Legion,HellRaisers,6,16,2,
2020-03-01,Hard Legion,HellRaisers,16,9,1,
2020-03-01,Hard Legion,HellRaisers,9,16,2,
2020-03-01,G2,Natus Vincere,13,16,2,
2020-02-29,fnatic,G2,12,16,2,
2020-02-29,hREDS,KOVA,7,16,2,
2020-02-29,hREDS,KOVA,16,12,1,
2020-02-29,hREDS,KOVA,14,16,2,
2020-02-29,forZe,Spirit,9,16,2,
2020-02-29,forZe,Spirit,12,16,2,
2020-02-29,forZe,Spirit,16,12,1,
2020-02-29,fnatic,G2,16,11,1,
2020-02-29,fnatic,G2,12,16,2,
2020-02-29,HAVU,SJ,16,11,1,
2020-02-29,HAVU,SJ,16,4,1,
2020-02-29,HAVU,SJ,16,19,2,
2020-02-29,Natus Vincere,Astralis,16,5,1,
2020-02-29,Natus Vincere,Astralis,16,5,1,
2020-02-28,HAVU,hREDS,16,10,1,
2020-02-28,Oceanus,Infinity,16,9,1,
2020-02-28,Swole Identity,Rugratz,26,28,2,
2020-02-28,LiViD,Monstars,11,16,2,
2020-02-28,Asuna's Anime Aimers,Oceanus,13,16,2,
2020-02-28,Chaos,Divine,16,11,1,
2020-02-28,Swole Identity,Under 21,11,16,2,
2020-02-28,SJ,KOVA,16,8,1,
2020-02-28,HAVU,hREDS,16,9,1,
2020-02-28,fnatic,100 Thieves,19,16,1,
2020-02-28,fnatic,100 Thieves,19,16,1,
2020-02-28,Demolition Crew,Sprout,11,16,2,
2020-02-28,Natus Vincere,Liquid,16,11,1,
2020-02-28,SJ,KOVA,16,11,1,
2020-02-28,Singularity,Sprout,16,11,1,
2020-02-28,Natus Vincere,Liquid,16,13,1,
2020-02-27,MC,Ground Zero,5,16,2,
2020-02-27,MAD Lions,mousesports,8,16,2,
2020-02-27,MAD Lions,mousesports,4,16,2,
2020-02-27,Corvidae,MC,7,16,2,
2020-02-27,AVANT,Chiefs,16,10,1,
2020-02-27,Ground Zero,PC419,16,10,1,
2020-02-27,FURY,madlikewizards,13,16,2,
2020-02-27,Rugratz,Recon 5,8,16,2,
2020-02-27,Esper,ORDER,2,16,2,
2020-02-27,Station7,Thunder Logic,2,16,2,
2020-02-27,Oceanus,Divine,11,16,2,
2020-02-27,100 Thieves,Evil Geniuses,16,12,1,
2020-02-27,Mythic,Infinity,16,9,1,
2020-02-27,Chaos,Under 21,10,16,2,
2020-02-27,Mythic,Oceanus,16,8,1,
2020-02-27,100 Thieves,Evil Geniuses,16,12,1,
2020-02-27,Corvidae,MC,2,16,2,
2020-02-27,100 Thieves,Evil Geniuses,12,16,2,
2020-02-27,Natus Vincere,FaZe,16,14,1,
2020-02-27,Astralis,fnatic,16,8,1,
2020-02-27,100 Thieves,mousesports,16,8,1,
2020-02-27,100 Thieves,mousesports,16,14,1,
2020-02-27,AGO,Sprout,8,16,2,
2020-02-27,Demolition Crew,Japaleno,10,16,2,
2020-02-27,Natus Vincere,FaZe,8,16,2,
2020-02-27,Natus Vincere,FaZe,16,6,1,
2020-02-27,100 Thieves,mousesports,10,16,2,
2020-02-27,AGO,Movistar Riders,16,11,1,
2020-02-27,G2,Liquid,16,10,1,
2020-02-27,Japaleno,Singularity,7,16,2,
2020-02-27,HellRaisers,Na`Vi Junior,16,11,1,
2020-02-27,HellRaisers,Na`Vi Junior,16,6,1,
2020-02-27,Astralis,fnatic,16,9,1,
2020-02-27,G2,Liquid,16,11,1,
2020-02-26,MC,PC419,16,11,1,
2020-02-26,100 Thieves,TYLOO,16,9,1,
2020-02-26,100 Thieves,TYLOO,16,10,1,
2020-02-26,Chiefs,Airborne,16,7,1,
2020-02-26,Incept,Formidable,16,9,1,
2020-02-26,Paradox,Airborne,16,5,1,
2020-02-26,ORDER,PC419,16,3,1,
2020-02-26,AVANT,madlikewizards,16,11,1,
2020-02-26,Divine,New England Whalers,16,14,1,
2020-02-26,Swole Identity,LiViD,19,16,1,
2020-02-26,Mythic,Thunder Logic,16,13,1,
2020-02-26,eUnited,Infinity,16,10,1,
2020-02-26,Bad News Bears,Recon 5,16,8,1,
2020-02-26,Oceanus,Thunder Logic,16,9,1,
2020-02-26,Station7,Swole Identity,1,16,2,
2020-02-26,Virtus.pro,MAD Lions,16,7,1,
2020-02-26,Virtus.pro,MAD Lions,13,16,2,
2020-02-26,Chaos,Mythic,16,12,1,
2020-02-26,Virtus.pro,MAD Lions,14,16,2,
2020-02-26,G2,mousesports,13,16,2,
2020-02-26,Liquid,Evil Geniuses,15,19,2,
2020-02-26,NiP,Natus Vincere,10,16,2,
2020-02-26,Liquid,Evil Geniuses,16,7,1,
2020-02-26,Vitality,FaZe,16,14,1,
2020-02-26,Vitality,FaZe,11,16,2,
2020-02-26,Vitality,FaZe,10,16,2,
2020-02-26,PACT,HAVU,12,16,2,
2020-02-26,Liquid,Evil Geniuses,16,10,1,
2020-02-26,G2,mousesports,16,6,1,
2020-02-26,HAVU,HellRaisers,16,9,1,
2020-02-26,Movistar Riders,PACT,16,5,1,
2020-02-26,Sprout,Japaleno,16,4,1,
2020-02-26,Nordavind,Demolition Crew,16,8,1,
2020-02-26,pro100,Nemiga,12,16,2,
2020-02-26,NiP,Natus Vincere,3,16,2,
2020-02-26,G2,mousesports,16,7,1,
2020-02-25,TRIDENT,Incept,16,13,1,
2020-02-25,MAD Lions,Evil Geniuses,16,14,1,
2020-02-25,MAD Lions,Evil Geniuses,5,16,2,
2020-02-25,Liquid,Virtus.pro,19,16,1,
2020-02-25,Liquid,Virtus.pro,16,9,1,
2020-02-25,Big Frames,Monstars,16,5,1,
2020-02-25,Skyfire,Paradox,14,16,2,
2020-02-25,Formidable,Esper,16,14,1,
2020-02-25,FURY,AVANT,11,16,2,
2020-02-25,Monstars,Oceanus,16,14,1,
2020-02-25,NiP,Cloud9,16,9,1,
2020-02-25,MAD Lions,Evil Geniuses,7,16,2,
2020-02-25,Vitality,Astralis,9,16,2,
2020-02-25,NiP,Cloud9,16,2,1,
2020-02-25,Wisla Krakow,Demolition Crew,19,16,1,
2020-02-25,Natus Vincere,fnatic,7,16,2,
2020-02-25,Natus Vincere,fnatic,16,14,1,
2020-02-25,PACT,Demolition Crew,16,5,1,
2020-02-25,Japaleno,pro100,10,16,2,
2020-02-25,Sprout,HellRaisers,16,9,1,
2020-02-25,Natus Vincere,fnatic,12,16,2,
2020-02-25,Renegades,FaZe,12,16,2,
2020-02-25,Renegades,FaZe,10,16,2,
2020-02-25,pro100,Movistar Riders,10,16,2,
2020-02-25,HellRaisers,AGO,13,16,2,
2020-02-25,Vitality,Astralis,19,22,2,
2020-02-24,NiP,Vitality,12,16,2,
2020-02-24,Thunder Logic,Monstars,4,16,2,
2020-02-24,Gen.G,FURIA,19,15,1,
2020-02-24,Gen.G,FURIA,16,7,1,
2020-02-24,madlikewizards,ORDER,0,16,2,
2020-02-24,Esper,AVANT,4,16,2,
2020-02-24,ORDER,AVANT,1,16,2,
2020-02-24,Astralis,Cloud9,16,12,1,
2020-02-24,Astralis,Cloud9,16,7,1,
2020-02-24,NiP,Vitality,10,16,2,
2020-02-24,Natus Vincere,FaZe,16,14,1,
2020-02-24,Renegades,fnatic,14,16,2,
2020-02-24,Natus Vincere,FaZe,16,10,1,
2020-02-24,100 Thieves,G2,3,16,2,
2020-02-24,100 Thieves,G2,2,16,2,
2020-02-24,Natus Vincere,FaZe,9,16,2,
2020-02-24,Renegades,fnatic,4,16,2,
2020-02-24,mousesports,TYLOO,16,5,1,
2020-02-24,mousesports,TYLOO,16,10,1,
2020-02-24,pro100,Nordavind,22,19,1,
2020-02-24,pro100,BIG,16,13,1,
2020-02-23,Wisla Krakow,BIG,2,16,2,
2020-02-23,ENCE,MIBR,19,15,1,
2020-02-23,ENCE,MIBR,8,16,2,
2020-02-23,North,Endpoint,19,17,1,
2020-02-23,North,Endpoint,16,7,1,
2020-02-23,Complexity,MIBR,16,9,1,
2020-02-23,Complexity,MIBR,16,2,1,
2020-02-23,Updraft,ikarus,25,22,1,
2020-02-23,Updraft,ikarus,16,5,1,
2020-02-23,ENCE,MIBR,11,16,2,
2020-02-23,AGO,Gambit Youngsters,19,17,1,
2020-02-23,AGO,Gambit Youngsters,13,16,2,
2020-02-23,Copenhagen Flames,AGO,8,16,2,
2020-02-23,FURIA,Complexity,11,16,2,
2020-02-23,AGO,Gambit Youngsters,16,12,1,
2020-02-23,FURIA,Complexity,16,14,1,
2020-02-23,FURIA,Complexity,16,11,1,
2020-02-23,Copenhagen Flames,AGO,16,13,1,
2020-02-23,Copenhagen Flames,AGO,8,16,2,
2020-02-23,Gen.G,North,16,13,1,
2020-02-23,Gen.G,North,16,14,1,
2020-02-22,Gambit Youngsters,Nemiga,16,10,1,
2020-02-22,MIBR,Complexity,11,16,2,
2020-02-22,Gen.G,Complexity,16,13,1,
2020-02-22,SJ,LDLC,13,16,2,
2020-02-22,SJ,LDLC,8,16,2,
2020-02-22,HAVU,FATE,16,4,1,
2020-02-22,HAVU,FATE,16,3,1,
2020-02-22,FURIA,North,16,3,1,
2020-02-22,Gambit Youngsters,Nemiga,16,12,1,
2020-02-22,LDLC,HAVU,9,16,2,
2020-02-22,AGO,Copenhagen Flames,8,16,2,
2020-02-22,AGO,Copenhagen Flames,3,16,2,
2020-02-22,Endpoint,forZe,28,26,1,
2020-02-22,Endpoint,forZe,16,7,1,
2020-02-22,Endpoint,forZe,12,16,2,
2020-02-22,LDLC,HAVU,13,16,2,
2020-02-21,hREDS,SJ,12,16,2,
2020-02-21,Rysix,Neverest,10,16,2,
2020-02-21,Rysix,Neverest,4,16,2,
2020-02-21,Swole Identity,Infinity,16,5,1,
2020-02-21,Mythic,New England Whalers,16,12,1,
2020-02-21,Station7,Oceanus,9,16,2,
2020-02-21,Nemiga,GamerLegion,7,16,2,
2020-02-21,hREDS,SJ,4,16,2,
2020-02-21,FATE,SJ,16,14,1,
2020-02-21,GamerLegion,Unicorns of Love,16,8,1,
2020-02-21,FATE,Gambit Youngsters,8,16,2,
2020-02-21,FATE,Gambit Youngsters,16,13,1,
2020-02-21,FATE,Gambit Youngsters,6,16,2,
2020-02-21,ENCE,Gen.G,14,16,2,
2020-02-21,Demolition Crew,Nemiga,6,16,2,
2020-02-21,Demolition Crew,Nemiga,16,10,1,
2020-02-21,Demolition Crew,Nemiga,17,19,2,
2020-02-21,North,forZe,16,8,1,
2020-02-21,FURIA,Endpoint,16,6,1,
2020-02-20,PC419,Skyfire,12,16,2,
2020-02-20,HellRaisers,Japaleno,9,16,2,
2020-02-20,Spirit,GamerLegion,16,14,1,
2020-02-20,HellRaisers,BIG,11,16,2,
2020-02-20,Esper,TRIDENT,11,16,2,
2020-02-20,Chiefs,ORDER,16,19,2,
2020-02-20,Isurus,RED Canids,10,16,2,
2020-02-20,Formidable,Paradox,3,16,2,
2020-02-20,Divine,Thunder Logic,16,11,1,
2020-02-20,Big Frames,Mythic,8,16,2,
2020-02-20,Isurus,RED Canids,19,22,2,
2020-02-20,Station7,TeamOne,16,10,1,
2020-02-20,GamerLegion,Singularity,16,12,1,
2020-02-20,BIG,Spirit,10,16,2,
2020-02-20,SJ,hREDS,16,9,1,
2020-02-20,KOVA,LDLC,13,16,2,
2020-02-20,FATE,Copenhagen Flames,8,16,2,
2020-02-20,Neverest,Rejected,19,17,1,
2020-02-20,AGF,Sigma,7,16,2,
2020-02-20,AGF,Sigma,16,4,1,
2020-02-20,HAVU,KOVA,16,6,1,
2020-02-20,HAVU,KOVA,13,16,2,
2020-02-20,HAVU,KOVA,16,4,1,
2020-02-20,AGF,Sigma,22,18,1,
2020-02-20,FATE,Copenhagen Flames,13,16,2,
2020-02-20,Nemiga,AGO,13,16,2,
2020-02-20,pro100,Unicorns of Love,16,14,1,
2020-02-20,Nordavind,BIG,9,16,2,
2020-02-20,PACT,Singularity,16,10,1,
2020-02-20,Nemiga,AGO,12,16,2,
2020-02-20,Neverest,Rejected,16,3,1,
2020-02-19,kinetic,AGF,13,16,2,
2020-02-19,Bad News Bears,Divine,16,4,1,
2020-02-19,Ground Zero,FURY,16,6,1,
2020-02-19,Nemiga,PACT,9,16,2,
2020-02-19,PACT,HellRaisers,16,5,1,
2020-02-19,HAVU,pro100,10,16,2,
2020-02-19,Wisla Krakow,Spirit,9,16,2,
2020-02-19,Demolition Crew,Nemiga,12,16,2,
2020-02-19,Sprout,GamerLegion,16,13,1,
2020-02-19,Japaleno,Movistar Riders,16,5,1,
2020-02-19,GamerLegion,HellRaisers,16,11,1,
2020-02-19,kinetic,AGF,5,16,2,
2020-02-19,kinetic,AGF,16,14,1,
2020-02-19,Stepback,Sigma,7,16,2,
2020-02-19,Singularity,Spirit,16,14,1,
2020-02-19,DETONA,Alma,16,6,1,
2020-02-19,DETONA,Alma,17,19,2,
2020-02-19,Stepback,Sigma,4,16,2,
2020-02-19,Stepback,Sigma,16,7,1,
2020-02-19,PACT,Demolition Crew,12,16,2,
2020-02-19,PACT,Demolition Crew,10,16,2,
2020-02-19,Hard Legion,Gambit Youngsters,15,19,2,
2020-02-19,Hard Legion,Gambit Youngsters,7,16,2,
2020-02-19,Nordavind,Unicorns of Love,16,6,1,
2020-02-18,Skyfire,Incept,16,3,1,
2020-02-18,Nemiga,Sprout,14,16,2,
2020-02-18,Na`Vi Junior,Skin Ogres,16,8,1,
2020-02-18,Na`Vi Junior,Skin Ogres,16,12,1,
2020-02-18,AVANT,Formidable,16,3,1,
2020-02-18,Nordavind,Movistar Riders,8,16,2,
2020-02-18,Big Frames,Thunder Logic,16,13,1,
2020-02-18,Chaos,Rugratz,19,16,1,
2020-02-18,Swole Identity,Recon 5,12,16,2,
2020-02-18,Bravos,Keyd,16,6,1,
2020-02-18,Bravos,Keyd,10,16,2,
2020-02-18,Demolition Crew,Singularity,16,10,1,
2020-02-18,Rejected,Rysix,16,14,1,
2020-02-18,Wisla Krakow,Copenhagen Flames,12,16,2,
2020-02-18,PACT,FATE,12,16,2,
2020-02-18,Neverest,UP,11,16,2,
2020-02-18,Copenhagen Flames,Demolition Crew,19,16,1,
2020-02-18,Copenhagen Flames,Demolition Crew,16,10,1,
2020-02-18,BIG,Singularity,16,13,1,
2020-02-18,Wisla Krakow,Copenhagen Flames,10,16,2,
2020-02-18,PACT,FATE,14,16,2,
2020-02-18,Japaleno,Nemiga,20,22,2,
2020-02-18,Movistar Riders,Demolition Crew,13,16,2,
2020-02-18,BIG,HAVU,16,11,1,
2020-02-18,Sprout,Unicorns of Love,16,0,1,
2020-02-17,pro100,Demolition Crew,16,11,1,
2020-02-17,Orgless,Swole Identity,16,10,1,
2020-02-17,Orgless,Swole Identity,16,11,1,
2020-02-17,Redemption POA,DETONA,16,2,1,
2020-02-17,Redemption POA,DETONA,16,12,1,
2020-02-17,Redemption POA,DETONA,6,16,2,
2020-02-17,eUnited,Orgless,14,16,2,
2020-02-17,eUnited,Orgless,13,16,2,
2020-02-17,TRIDENT,AVANT,6,16,2,
2020-02-17,madlikewizards,Ground Zero,16,7,1,
2020-02-17,eUnited,Orgless,16,5,1,
2020-02-17,Unicorns of Love,Japaleno,17,19,2,
2020-02-17,W7M,Soberano,16,10,1,
2020-02-17,Hard Legion,Nemiga,12,16,2,
2020-02-17,Gambit Youngsters,AGO,16,8,1,
2020-02-17,Gambit Youngsters,AGO,5,16,2,
2020-02-17,W7M,Soberano,16,5,1,
2020-02-17,Gambit Youngsters,AGO,11,16,2,
2020-02-17,SKADE,Spirit,16,10,1,
2020-02-17,SKADE,Spirit,16,14,1,
2020-02-17,Hard Legion,Nemiga,7,16,2,
2020-02-17,Hard Legion,Nemiga,16,13,1,
2020-02-16,Swole Identity,Asuna's Anime Aimers,16,19,2,
2020-02-16,Yeah,Chaos,13,16,2,
2020-02-16,Bad News Bears,eUnited,13,16,2,
2020-02-16,Yeah,Chaos,12,16,2,
2020-02-16,Bad News Bears,eUnited,8,16,2,
2020-02-16,Bad News Bears,eUnited,16,6,1,
2020-02-16,Swole Identity,Asuna's Anime Aimers,16,8,1,
2020-02-16,Swole Identity,Asuna's Anime Aimers,16,9,1,
2020-02-16,Copenhagen Flames,SKADE,14,16,2,
2020-02-16,Gambit Youngsters,HAVU,16,4,1,
2020-02-16,Gambit Youngsters,HAVU,16,13,1,
2020-02-16,Gambit Youngsters,HAVU,9,16,2,
2020-02-16,Copenhagen Flames,SKADE,19,22,2,
2020-02-16,Spirit,GamerLegion,16,10,1,
2020-02-16,Spirit,GamerLegion,9,16,2,
2020-02-16,AVEZ,Winstrike,16,13,1,
2020-02-16,Orgless,Recon 5,16,9,1,
2020-02-16,Bravos,Redemption POA,14,16,2,
2020-02-16,Isurus,DETONA,16,11,1,
2020-02-16,Isurus,DETONA,13,16,2,
2020-02-16,Bravos,Redemption POA,12,16,2,
2020-02-16,Orgless,Triumph,16,14,1,
2020-02-16,Orgless,Triumph,16,6,1,
2020-02-16,Big Frames,Swole Identity,9,16,2,
2020-02-16,Big Frames,Swole Identity,9,16,2,
2020-02-16,Ze Pug Godz,Recon 5,13,16,2,
2020-02-16,Ze Pug Godz,Recon 5,4,16,2,
2020-02-16,Ze Pug Godz,Recon 5,16,3,1,
2020-02-16,Rugratz,Asuna's Anime Aimers,8,16,2,
2020-02-16,Rugratz,Asuna's Anime Aimers,16,4,1,
2020-02-16,Rugratz,Asuna's Anime Aimers,10,16,2,
2020-02-16,Rysix,Alma,16,4,1,
2020-02-16,Rysix,Alma,16,14,1,
2020-02-16,Rysix,Alma,5,16,2,
2020-02-16,Isurus,DETONA,16,8,1,
2020-02-16,Spirit,GamerLegion,16,12,1,
2020-02-16,Orgless,Recon 5,16,6,1,
2020-02-16,AVEZ,Winstrike,16,6,1,
2020-02-16,Yeah,Orgless,13,16,2,
2020-02-16,Chaos,eUnited,16,11,1,
2020-02-16,Chaos,eUnited,16,8,1,
2020-02-16,AVEZ,SKADE,16,9,1,
2020-02-16,AVEZ,SKADE,16,9,1,
2020-02-16,AVEZ,SKADE,8,16,2,
2020-02-16,Yeah,Orgless,6,16,2,
2020-02-16,Yeah,Orgless,16,7,1,
2020-02-16,Spirit,Gambit Youngsters,16,14,1,
2020-02-16,G2,OG,5,16,2,
2020-02-16,Spirit,Gambit Youngsters,16,13,1,
2020-02-16,Bad News Bears,Swole Identity,14,16,2,
2020-02-16,Bad News Bears,Swole Identity,16,8,1,
2020-02-16,DETONA,W7M,19,15,1,
2020-02-16,DETONA,W7M,16,14,1,
2020-02-16,AVEZ,Winstrike,5,16,2,
2020-02-16,DETONA,W7M,17,19,2,
2020-02-16,G2,OG,16,7,1,
2020-02-16,Bad News Bears,Swole Identity,8,16,2,
2020-02-16,G2,OG,16,14,1,
2020-02-16,Winstrike,Gambit Youngsters,9,16,2,
2020-02-16,W7M,Bravos,16,19,2,
2020-02-16,Evil Geniuses,OG,14,16,2,
2020-02-16,Evil Geniuses,OG,3,16,2,
2020-02-16,Evil Geniuses,OG,16,4,1,
2020-02-16,Rysix,DETONA,5,16,2,
2020-02-16,Copenhagen Flames,Spirit,4,16,2,
2020-02-16,Copenhagen Flames,Spirit,16,19,2,
2020-02-16,Rysix,DETONA,3,16,2,
2020-02-16,Winstrike,Gambit Youngsters,18,22,2,
2020-02-16,Winstrike,Gambit Youngsters,16,12,1,
2020-02-16,Redemption POA,Isurus,7,16,2,
2020-02-16,Redemption POA,Isurus,14,16,2,
2020-02-16,Redemption POA,Isurus,16,12,1,
2020-02-16,W7M,Bravos,16,8,1,
2020-02-16,W7M,Bravos,16,6,1,
2020-02-15,Sinners,Nexus,13,16,2,
2020-02-15,Gambit Youngsters,pro100,16,10,1,
2020-02-15,Gambit Youngsters,pro100,16,14,1,
2020-02-15,ex-Virtus.pro,GamerLegion,5,16,2,
2020-02-15,ex-Virtus.pro,GamerLegion,7,16,2,
2020-02-15,New England Whalers,Orgless,7,16,2,
2020-02-15,Sinners,Nexus,10,16,2,
2020-02-15,New England Whalers,Orgless,11,16,2,
2020-02-15,RBG,Rugratz,16,14,1,
2020-02-15,RBG,Rugratz,7,16,2,
2020-02-15,Hard Legion,Syman,7,16,2,
2020-02-15,Hard Legion,Syman,17,19,2,
2020-02-15,Moscow Five Academy,SpeedRunners,5,16,2,
2020-02-15,1WIN,Juggernauts,3,16,2,
2020-02-15,1WIN,Juggernauts,16,12,1,
2020-02-15,1WIN,Juggernauts,11,16,2,
2020-02-15,Movistar Riders,Endpoint,16,11,1,
2020-02-15,Movistar Riders,Endpoint,10,16,2,
2020-02-15,Movistar Riders,Endpoint,16,12,1,
2020-02-15,Moscow Five Academy,SpeedRunners,12,16,2,
2020-02-15,Tricked,Singularity,16,14,1,
2020-02-15,Tricked,Singularity,19,16,1,
2020-02-15,100 Thieves,Evil Geniuses,16,19,2,
2020-02-15,Big Frames,Prospects,16,12,1,
2020-02-15,RBG,Rugratz,5,16,2,
2020-02-15,Swole Identity,New England Whalers,16,8,1,
2020-02-15,Big Frames,Prospects,13,16,2,
2020-02-15,Mythic,Yeah,14,16,2,
2020-02-15,Bad News Bears,Big Frames,16,1,1,
2020-02-15,Bad News Bears,Big Frames,16,2,1,
2020-02-15,Ze Pug Godz,Asuna's Anime Aimers,9,16,2,
2020-02-15,Ze Pug Godz,Asuna's Anime Aimers,13,16,2,
2020-02-15,eUnited,RBG,16,12,1,
2020-02-15,eUnited,RBG,16,1,1,
2020-02-15,HAVU,AVEZ,10,16,2,
2020-02-15,Swole Identity,New England Whalers,16,12,1,
2020-02-15,Triumph,Prospects,16,9,1,
2020-02-15,Triumph,Prospects,16,9,1,
2020-02-15,Mythic,Yeah,17,19,2,
2020-02-15,Big Frames,Prospects,16,14,1,
2020-02-15,Recon 5,Rugratz,25,22,1,
2020-02-15,Recon 5,Rugratz,16,14,1,
2020-02-15,Recon 5,Rugratz,13,16,2,
2020-02-15,Bravos,RED Canids,6,16,2,
2020-02-15,Orgless,Chaos,23,25,2,
2020-02-15,Orgless,Chaos,19,16,1,
2020-02-15,Orgless,Chaos,13,16,2,
2020-02-15,Ze Pug Godz,Mythic,19,16,1,
2020-02-15,Ze Pug Godz,Mythic,16,4,1,
2020-02-15,Evidence,2K,16,14,1,
2020-02-15,100 Thieves,Evil Geniuses,4,16,2,
2020-02-15,Tricked,Singularity,9,16,2,
2020-02-15,HAVU,AVEZ,6,16,2,
2020-02-15,Keyd,W7M,12,16,2,
2020-02-15,Heretics,GamerLegion,12,16,2,
2020-02-15,Heretics,GamerLegion,13,16,2,
2020-02-15,HAVU,Syman,22,20,1,
